,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
7934,4278,56.475769166666666,26.618533576346987,No Imputation,0.85,mean,all,rbf,1,4,0.01
6127,4279,56.475769166666666,26.618533576346987,No Imputation,0.95,mean,wk_9_10,rbf,100,6,0.01
7915,4280,56.475769166666666,26.618533576346987,No Imputation,0.85,mean,all,rbf,100,5,0.01
8240,4281,56.475769166666666,26.618533576346987,No Imputation,0.8,mean,all,rbf,1,2,0.01
1090,4282,56.475769166666666,26.618533576346987,No Imputation,0.85,median,all,rbf,10,5,0.01
1679,4283,56.475769166666666,26.618533576346987,No Imputation,0.8,median,all,rbf,10,2,0.01
2689,4284,56.475769166666666,26.618533576346987,No Imputation,0.95,most_frequent,all,rbf,1,4,0.01
3913,4285,56.475769166666666,26.618533576346987,No Imputation,0.6,most_frequent,wk_9_10,rbf,100,6,0.01
1680,4286,56.475769166666666,26.618533576346987,No Imputation,0.7,median,wk_9_10,rbf,100,3,0.01
6137,4287,56.475769166666666,26.618533576346987,No Imputation,0.8,mean,all,rbf,10,6,0.01
6279,4288,56.475769166666666,26.618533576346987,No Imputation,0.9,most_frequent,all,rbf,100,6,0.01
8561,4289,56.475769166666666,26.618533576346987,No Imputation,0.6,most_frequent,all,rbf,100,4,0.01
