,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
8970,185,0.6027454197284702,0.20956725274279323,KNN Imputation,0.7,most_frequent,all,rbf,0.01,6,0.01
201,186,0.6029032766759166,0.15406925384128758,KNN Imputation,0.7,most_frequent,wk_10,poly,100,5,100
8642,187,0.6037580464396924,0.2180487310535881,KNN Imputation,0.6,median,all,rbf,0.01,2,1000
3636,188,0.6037992438348047,0.09266156494200034,KNN Imputation,0.95,most_frequent,all,poly,0.01,4,0.1
9187,189,0.6038549851972875,0.21643484803244284,KNN Imputation,0.6,mean,all,rbf,0.01,6,1000
1856,190,0.6038843703151302,0.16992849067910334,No Imputation,0.7,mean,wk_9_10,poly,0.01,4,1000
1346,191,0.6038885282436595,0.113521345828433,KNN Imputation,0.7,most_frequent,wk_9_10,poly,0.01,4,100
4274,192,0.6042533700673933,0.16938637759544337,KNN Imputation,0.7,median,wk_10,rbf,0.01,5,10
6308,193,0.6042607708426179,0.17585939784545007,No Imputation,0.7,mean,wk_9_10,poly,100,2,100
5606,194,0.6043084260526516,0.12987177351053877,No Imputation,0.85,most_frequent,wk_10,rbf,0.1,5,1000
333,195,0.6044499582866847,0.29924487787766746,No Imputation,0.7,mean,all,rbf,0.01,4,100
1940,196,0.6044982433897531,0.09365411235224987,KNN Imputation,0.6,mean,wk_10,poly,0.01,6,100
6673,197,0.6045411301569589,0.1675437995458343,KNN Imputation,0.7,most_frequent,all,rbf,0.01,2,0.1
36,198,0.6046792263298878,0.3350452373879382,No Imputation,0.7,mean,all,rbf,0.01,5,1000
8245,199,0.6050792647887533,0.22536458806435905,No Imputation,0.7,mean,all,rbf,0.01,6,1000
9537,200,0.6052086157451022,0.1293785048975211,No Imputation,0.8,most_frequent,wk_10,rbf,0.1,4,10
8788,201,0.6052519594161583,0.24355757068090655,No Imputation,0.8,median,wk_10,poly,10,5,100
2013,202,0.6053281017679325,0.16770167404924755,KNN Imputation,0.85,median,all,rbf,0.01,4,0.1
1932,203,0.605335296550818,0.1214629506639192,No Imputation,0.7,median,wk_9_10,poly,1,6,0.01
3834,204,0.6057261918214044,0.18013084663310452,KNN Imputation,0.7,mean,wk_9_10,poly,0.01,2,100
4935,205,0.6058408982766893,0.11307255959568563,KNN Imputation,0.7,median,wk_9_10,poly,0.1,4,0.1
6810,206,0.6059342070208531,0.16456345076293785,No Imputation,0.9,most_frequent,all,rbf,0.01,4,0.01
1468,207,0.6060044741532267,0.1515625165548631,KNN Imputation,0.85,mean,all,rbf,0.01,6,0.1
2463,208,0.6060534271684302,0.1311382161720071,KNN Imputation,0.95,most_frequent,wk_10,rbf,0.1,6,10
