,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
8313,110,-0.6087401613968075,0.14019406566962384,0.95,median,wk_10,linear,0.01,6,0.1
2788,111,-0.6089002393956747,0.10868552453222816,0.7,median,wk_10,poly,10,6,1
4899,112,-0.6092854490997418,0.12310727682867457,0.85,median,wk_9_10,linear,100,3,0.1
4752,113,-0.6094341352821484,0.1142550644246078,0.7,median,wk_10,poly,10,4,100
2863,114,-0.6094499752588762,0.11871662074081071,0.7,most_frequent,wk_9_10,linear,100,5,1
316,115,-0.6097077687925074,0.11303957176878322,0.6,most_frequent,wk_9_10,linear,10,3,1
7110,116,-0.6101589832339493,0.1255068308498059,0.9,most_frequent,wk_9_10,linear,100,3,1
7829,117,-0.6101855852537411,0.10843551703473027,0.7,median,wk_10,poly,1,4,1000
2540,118,-0.6101978129505057,0.07660549809300077,0.9,median,all,linear,1,4,1
5839,119,-0.610217296750239,0.07936132864343808,0.9,median,all,linear,10,5,10
9546,120,-0.6102862090318654,0.11246789245386016,0.7,median,wk_9_10,poly,100,5,1
1924,121,-0.6106980721488144,0.16207056903952563,0.95,most_frequent,wk_9_10,linear,1,6,100
2831,122,-0.6107650632490679,0.10831456826151085,0.85,median,wk_9_10,linear,1,4,1000
7605,123,-0.6107911152714811,0.1549168092416921,0.7,most_frequent,wk_10,poly,10,2,1
4394,124,-0.6112455880030805,0.1245017138263145,0.95,most_frequent,wk_9_10,linear,0.1,6,100
4509,125,-0.6113500340181763,0.17988129709304118,0.95,most_frequent,wk_9_10,linear,1,6,10
7456,126,-0.611380903495824,0.11090504881861975,0.85,most_frequent,wk_9_10,linear,0.01,3,0.1
64,127,-0.6119194265230472,0.06834613054097127,0.9,median,all,linear,100,3,0.1
2836,128,-0.6120071811890596,0.10297347965154395,0.85,median,wk_9_10,linear,10,5,1000
5758,129,-0.6124673907527605,0.12555060361240095,0.95,mean,wk_9_10,poly,100,2,10
8036,130,-0.6129438804028469,0.1340037024970914,0.7,most_frequent,wk_9_10,linear,10,2,1
7133,131,-0.6130165389212544,0.15862089670499396,0.85,most_frequent,wk_9_10,linear,0.1,2,0.1
7432,132,-0.6132382365932857,0.12806900811817068,0.95,most_frequent,wk_9_10,linear,10,3,100
1739,133,-0.6135495419267105,0.15885506484513115,0.7,median,wk_9_10,poly,1,6,100
2020,134,-0.6136438703020223,0.14155077142713965,0.9,most_frequent,wk_9_10,linear,0.01,5,0.1
3889,135,-0.6137761405769091,0.1403885137659049,0.7,median,wk_9_10,poly,100,6,0.01
